From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2019-06-20 13:00:00,2019-06-20 14:00:00,16.0,75.0,7.7,13.38,21.07,23.3,12.13,0.11,26.37,3.95,,29.73,17.21,73.12,3.96,276.45,684.34,1004.77,,31.29,
2019-06-20 14:00:00,2019-06-20 15:00:00,17.93,80.67,8.09,16.57,24.66,21.58,12.39,0.11,25.29,2.71,,21.02,12.15,73.04,3.4,289.06,635.36,1004.5,,31.39,
2019-06-20 15:00:00,2019-06-20 16:00:00,20.88,76.28,9.05,17.12,26.18,18.58,12.5,0.1,23.47,2.41,,20.28,9.43,74.33,4.68,277.73,525.7,1003.91,,31.25,
2019-06-20 16:00:00,2019-06-20 17:00:00,18.12,77.89,13.31,23.29,36.59,19.72,12.34,0.09,23.26,2.89,,0.6,8.8,74.36,3.89,279.44,381.91,1003.33,,31.12,
2019-06-20 17:00:00,2019-06-20 18:00:00,15.12,78.94,8.96,18.64,27.6,23.24,12.27,0.09,20.84,3.2,,0.78,8.37,76.11,3.58,264.93,229.09,1003.03,,30.79,
2019-06-20 18:00:00,2019-06-20 19:00:00,20.77,78.06,5.91,20.33,26.24,27.9,11.85,0.14,20.08,6.2,,13.98,12.53,78.69,3.23,276.78,65.83,1003.13,,30.17,
2019-06-20 19:00:00,2019-06-20 20:00:00,25.79,79.88,8.89,32.74,41.63,27.41,12.54,0.2,14.14,8.55,,28.51,15.37,80.39,2.5,281.0,1.25,1003.7,,29.73,
2019-06-20 20:00:00,2019-06-20 21:00:00,25.04,81.89,8.09,30.39,38.49,24.08,12.2,0.22,11.91,8.38,,28.24,18.92,80.56,2.41,277.85,,1004.4,,29.6,
2019-06-20 21:00:00,2019-06-20 22:00:00,18.27,72.58,6.58,32.71,39.28,22.31,12.31,0.22,13.94,10.85,,29.3,19.25,81.42,1.98,279.51,,1004.7,,29.51,
2019-06-20 22:00:00,2019-06-20 23:00:00,22.8,78.59,4.59,26.38,30.98,20.63,12.18,0.18,11.37,8.0,,24.84,14.22,81.64,1.39,263.65,,1004.99,,29.35,
2019-06-20 23:00:00,2019-06-21 00:00:00,19.16,65.82,3.92,18.96,22.88,17.19,12.09,0.11,9.84,4.65,,6.54,11.65,82.27,1.25,245.43,,1005.07,,29.24,
2019-06-21 00:00:00,2019-06-21 01:00:00,14.21,67.83,5.11,18.93,24.03,16.06,12.12,0.1,6.79,3.32,,8.23,10.73,82.57,1.1,234.03,,1004.81,,29.12,
2019-06-21 01:00:00,2019-06-21 02:00:00,12.08,67.06,8.6,23.23,31.83,16.23,12.02,0.12,6.5,2.83,,12.97,11.38,82.57,1.28,201.9,,1004.45,,28.93,
2019-06-21 02:00:00,2019-06-21 03:00:00,13.93,67.0,10.99,17.96,28.96,15.47,12.16,0.17,3.63,2.65,,17.71,14.54,82.79,0.73,174.11,,1004.04,,28.74,
2019-06-21 03:00:00,2019-06-21 04:00:00,18.82,103.72,47.31,21.4,68.71,16.19,13.19,0.27,0.54,3.39,,36.33,20.9,84.41,0.73,167.19,,1003.72,,28.55,
2019-06-21 04:00:00,2019-06-21 05:00:00,26.67,127.66,30.99,17.36,48.36,16.92,12.7,0.2,2.0,3.3,,47.8,22.54,85.21,0.56,157.38,,1003.62,,28.4,
2019-06-21 05:00:00,2019-06-21 06:00:00,21.23,99.81,131.86,9.05,141.0,15.2,14.12,0.48,0.52,3.73,,34.27,20.9,85.88,0.47,140.51,,1003.96,,28.41,
2019-06-21 06:00:00,2019-06-21 07:00:00,31.54,181.81,128.46,12.02,140.44,13.87,13.74,0.64,0.86,4.58,,29.43,19.52,86.16,0.42,207.63,29.5,1004.48,,28.43,
2019-06-21 07:00:00,2019-06-21 08:00:00,34.88,144.41,86.15,6.3,92.5,14.16,13.14,0.47,1.08,4.43,,41.17,13.95,82.85,1.03,151.26,110.84,1004.92,,29.68,
2019-06-21 08:00:00,2019-06-21 09:00:00,35.96,130.64,27.57,24.62,52.19,14.79,12.6,0.19,2.8,5.43,,9.56,14.17,78.44,1.94,230.94,169.18,1005.28,,30.2,
2019-06-21 09:00:00,2019-06-21 10:00:00,26.4,88.57,22.69,41.75,64.44,15.6,12.36,0.12,9.56,6.76,,3.03,12.19,76.1,2.72,268.0,361.59,1005.65,,30.48,
2019-06-21 10:00:00,2019-06-21 11:00:00,19.29,68.11,14.48,20.78,35.25,14.52,12.14,0.11,16.86,4.54,,27.95,13.37,74.69,3.03,268.47,439.95,1005.84,,30.73,
2019-06-21 11:00:00,2019-06-21 12:00:00,21.88,69.83,9.83,12.81,22.64,21.39,12.34,0.11,20.66,4.0,,37.17,17.35,72.57,3.04,267.98,731.65,1005.64,,31.17,
2019-06-21 12:00:00,2019-06-21 13:00:00,16.23,77.53,9.66,13.02,22.68,24.9,12.33,0.1,22.07,3.98,,41.3,17.21,71.27,3.91,283.8,835.11,1005.18,,31.4,
2019-06-21 13:00:00,2019-06-21 14:00:00,18.88,78.0,9.07,13.34,22.41,23.66,12.07,0.09,23.37,3.07,,24.87,18.69,71.34,3.63,280.08,792.75,1004.5,,31.55,
2019-06-21 14:00:00,2019-06-21 15:00:00,19.0,82.71,8.35,14.05,22.41,22.51,12.25,0.09,25.18,2.25,,36.83,15.91,71.1,3.87,283.15,735.94,1003.77,,31.58,
2019-06-21 15:00:00,2019-06-21 16:00:00,19.96,75.44,12.32,15.21,27.53,19.05,12.45,0.09,21.07,1.51,,12.05,9.42,71.44,4.74,291.89,618.47,1002.95,,31.4,
2019-06-21 16:00:00,2019-06-21 17:00:00,17.12,74.06,13.47,22.68,36.15,19.48,12.52,0.1,24.35,1.51,,0.48,8.3,73.5,4.86,275.07,416.28,1002.27,,31.14,
2019-06-21 17:00:00,2019-06-21 18:00:00,19.88,75.88,12.16,24.78,36.95,23.79,12.37,0.11,23.37,2.53,,4.74,7.61,74.65,4.23,288.93,246.62,1001.93,,30.81,
2019-06-21 18:00:00,2019-06-21 19:00:00,23.84,81.65,11.25,31.53,42.78,25.95,12.3,0.14,19.77,3.53,,17.98,9.46,76.11,3.94,287.6,80.44,1002.23,,30.3,
2019-06-21 19:00:00,2019-06-21 20:00:00,21.12,79.0,13.81,37.17,50.99,26.79,12.38,0.24,11.3,4.72,,26.66,17.15,79.49,3.26,290.67,,1002.89,,29.8,
2019-06-21 20:00:00,2019-06-21 21:00:00,19.08,81.83,15.49,41.31,56.79,24.18,12.54,0.27,8.41,6.56,,34.41,17.3,79.84,2.62,288.54,,1003.47,,29.59,
2019-06-21 21:00:00,2019-06-21 22:00:00,31.5,91.42,13.46,33.52,46.98,22.84,12.56,0.23,11.95,10.23,,22.93,18.04,80.25,2.56,279.4,,1004.06,,29.54,
2019-06-21 22:00:00,2019-06-21 23:00:00,19.5,75.05,5.48,29.02,34.49,21.16,12.19,0.16,12.69,8.91,,39.97,17.32,80.7,1.82,270.82,,1004.45,,29.42,
2019-06-21 23:00:00,2019-06-22 00:00:00,19.96,70.23,5.23,25.3,30.53,17.39,11.91,0.13,10.42,5.81,,43.3,8.75,80.06,1.92,278.91,,1004.77,,29.37,
2019-06-22 00:00:00,2019-06-22 01:00:00,20.0,75.65,11.11,28.16,39.29,16.09,12.37,0.11,7.13,7.25,,2.0,7.86,80.43,1.92,292.82,,1004.55,,29.32,
2019-06-22 01:00:00,2019-06-22 02:00:00,20.0,77.88,14.03,34.15,48.19,16.44,12.33,0.08,7.88,5.38,,11.75,8.76,80.66,2.22,284.6,,1003.8,,29.19,
2019-06-22 02:00:00,2019-06-22 03:00:00,20.96,79.88,14.02,30.61,44.63,15.99,12.38,0.09,5.38,4.58,,4.99,8.41,81.26,2.12,281.81,,1003.04,,28.98,
2019-06-22 03:00:00,2019-06-22 04:00:00,20.04,81.88,12.45,27.92,40.38,16.06,12.2,0.1,4.15,3.67,,27.68,14.4,82.03,1.6,284.41,,1002.71,,28.78,
2019-06-22 04:00:00,2019-06-22 05:00:00,25.77,86.72,14.25,23.82,38.09,16.82,12.44,0.1,2.97,3.55,,31.47,10.52,81.85,1.27,288.22,,1002.81,,28.68,
2019-06-22 05:00:00,2019-06-22 06:00:00,19.29,89.83,32.47,18.88,51.36,16.15,12.68,0.15,0.38,3.01,,12.12,13.54,83.01,0.66,303.48,,1003.0,,28.37,
2019-06-22 06:00:00,2019-06-22 07:00:00,22.84,89.06,34.41,20.46,54.87,16.09,12.69,0.2,0.99,3.02,,32.9,15.44,83.41,1.1,297.5,13.0,1003.51,,28.46,
2019-06-22 07:00:00,2019-06-22 08:00:00,23.0,89.94,28.63,25.3,53.91,15.42,12.29,0.15,3.52,2.91,,18.73,10.78,80.02,1.52,307.68,112.09,1004.0,,29.34,
2019-06-22 08:00:00,2019-06-22 09:00:00,22.04,89.06,16.98,28.41,45.39,15.0,12.32,0.09,9.8,2.03,,0.83,8.51,77.23,2.48,282.56,147.86,1004.55,,29.88,
2019-06-22 09:00:00,2019-06-22 10:00:00,18.16,83.35,13.62,19.97,33.59,14.11,12.14,0.08,16.49,2.15,,22.75,8.9,72.92,1.98,270.41,462.12,1004.63,,30.86,
2019-06-22 10:00:00,2019-06-22 11:00:00,20.88,77.47,10.17,18.29,28.46,13.93,12.17,0.08,23.69,3.14,,5.93,9.46,70.55,2.52,277.41,531.46,1004.44,,31.25,
2019-06-22 11:00:00,2019-06-22 12:00:00,23.88,86.19,10.22,17.18,27.4,13.97,11.84,0.11,24.29,3.18,,23.73,17.53,69.56,2.73,270.58,664.51,1004.33,,31.31,
2019-06-22 12:00:00,2019-06-22 13:00:00,30.73,90.77,7.58,15.59,23.17,16.99,12.16,0.1,29.61,3.92,,30.63,16.81,69.15,3.85,277.61,804.78,1003.82,,31.52,
2019-06-22 13:00:00,2019-06-22 14:00:00,25.23,91.0,7.03,16.09,23.12,17.84,12.49,0.11,30.07,4.67,,24.16,15.2,70.1,4.08,283.36,718.2,1003.37,,31.56,
2019-06-22 14:00:00,2019-06-22 15:00:00,26.92,91.94,7.98,15.84,23.82,17.36,12.25,0.09,28.78,3.35,,38.94,14.69,70.28,4.9,285.2,694.23,1002.5,,31.46,
2019-06-22 15:00:00,2019-06-22 16:00:00,24.12,83.5,7.7,16.99,24.7,16.37,12.3,0.08,28.25,3.75,,6.24,8.83,71.84,4.5,278.82,503.26,1001.82,,31.35,
2019-06-22 16:00:00,2019-06-22 17:00:00,18.23,83.0,9.85,23.46,33.31,15.09,12.44,0.1,28.56,7.04,,0.41,5.92,74.8,5.07,290.89,260.1,1001.22,,30.73,
2019-06-22 17:00:00,2019-06-22 18:00:00,20.88,80.17,9.1,23.67,32.77,14.47,12.16,0.1,26.41,5.81,,0.72,7.89,75.6,4.42,289.62,191.88,1001.06,,30.58,
2019-06-22 18:00:00,2019-06-22 19:00:00,23.88,87.53,9.51,28.29,37.8,14.54,12.22,0.13,21.19,4.58,,11.15,7.66,77.36,3.83,290.28,39.04,1001.74,,30.12,
2019-06-22 19:00:00,2019-06-22 20:00:00,30.73,86.12,6.08,28.79,34.86,15.86,12.29,0.15,24.98,5.13,,22.86,13.12,78.33,3.04,280.41,0.03,1002.43,,29.82,
2019-06-22 20:00:00,2019-06-22 21:00:00,26.2,89.77,8.44,37.73,46.19,16.63,12.32,0.23,19.09,7.01,,38.17,16.71,78.12,2.88,287.4,,1002.9,,29.75,
2019-06-22 21:00:00,2019-06-22 22:00:00,26.96,91.88,15.06,45.77,60.83,16.51,12.6,0.26,11.19,9.18,,31.77,17.3,78.34,2.55,290.62,,1003.49,,29.7,
2019-06-22 22:00:00,2019-06-22 23:00:00,23.16,95.77,12.11,39.58,51.69,15.72,12.32,0.21,13.0,8.87,,40.55,18.56,78.78,2.35,288.19,,1003.78,,29.63,
2019-06-22 23:00:00,2019-06-23 00:00:00,23.96,93.23,14.72,37.71,52.43,15.15,12.36,0.19,10.31,8.27,,28.47,10.2,78.67,2.52,292.09,,1003.67,,29.53,
2019-06-23 00:00:00,2019-06-23 01:00:00,25.92,97.69,15.18,36.11,51.3,14.13,12.31,0.13,7.74,6.24,,0.93,9.62,78.25,2.12,299.28,,1003.56,,29.41,
2019-06-23 01:00:00,2019-06-23 02:00:00,22.16,91.43,15.58,40.14,55.72,13.94,12.26,0.11,6.04,4.87,,0.7,8.36,78.68,1.71,294.89,,1003.2,,29.36,
2019-06-23 02:00:00,2019-06-23 03:00:00,24.88,91.94,11.63,31.02,42.65,13.69,12.31,0.09,7.83,4.89,,0.93,7.92,79.77,1.9,298.19,,1002.64,,29.23,
2019-06-23 03:00:00,2019-06-23 04:00:00,18.27,88.23,9.88,26.25,36.12,13.07,12.22,0.1,6.56,3.93,,14.13,11.66,79.94,1.71,301.19,,1002.14,,29.11,
2019-06-23 04:00:00,2019-06-23 05:00:00,26.65,92.69,10.29,25.45,35.74,13.24,12.39,0.12,6.48,3.45,,27.18,13.44,80.47,1.76,292.73,,1001.9,,29.0,
2019-06-23 05:00:00,2019-06-23 06:00:00,27.0,94.88,16.0,29.05,45.07,13.52,12.6,0.14,3.62,3.74,,24.58,12.21,80.45,1.77,287.38,,1001.73,,28.92,
2019-06-23 06:00:00,2019-06-23 07:00:00,25.07,87.47,17.97,25.12,43.08,13.37,12.63,0.14,3.51,2.7,,15.09,14.04,80.85,1.72,290.84,12.56,1002.22,,29.03,
2019-06-23 07:00:00,2019-06-23 08:00:00,20.2,87.0,17.35,22.42,39.78,13.66,12.28,0.12,5.63,2.67,,16.36,11.07,79.17,2.12,304.38,90.89,1002.8,,29.41,
2019-06-23 08:00:00,2019-06-23 09:00:00,19.04,85.12,15.46,21.43,36.89,13.35,12.27,0.09,9.32,1.94,,0.65,7.84,75.93,2.02,293.75,161.37,1003.28,,30.0,
2019-06-23 09:00:00,2019-06-23 10:00:00,19.96,76.53,12.29,21.75,34.04,12.42,12.09,0.09,13.56,1.77,,20.85,7.96,75.69,2.52,285.27,177.67,1003.69,,30.08,
2019-06-23 10:00:00,2019-06-23 11:00:00,25.77,81.65,11.47,17.33,28.8,12.28,12.31,0.08,17.68,1.8,,12.66,7.98,72.46,2.52,283.29,404.75,1003.63,,30.88,
2019-06-23 11:00:00,2019-06-23 12:00:00,20.25,79.18,8.87,14.33,23.2,11.76,12.0,0.09,23.17,1.94,,20.73,12.84,70.3,3.06,294.04,643.03,1003.25,,31.34,
2019-06-23 12:00:00,2019-06-23 13:00:00,22.88,86.53,8.16,14.93,23.09,13.38,12.75,0.1,27.69,2.01,,38.35,15.1,70.14,3.91,298.29,636.94,1002.73,,31.47,
2019-06-23 13:00:00,2019-06-23 14:00:00,22.04,87.94,8.54,18.32,26.86,14.44,12.24,0.11,30.72,2.2,,32.73,14.22,69.29,3.76,284.5,671.71,1002.39,,31.56,
2019-06-23 14:00:00,2019-06-23 15:00:00,23.92,81.41,7.48,14.61,22.09,14.58,12.32,0.1,29.09,2.0,,31.36,14.17,68.02,3.98,296.53,614.03,1001.77,,31.66,
2019-06-23 15:00:00,2019-06-23 16:00:00,23.04,88.53,8.46,14.38,22.85,14.98,12.35,0.08,25.1,1.83,,10.66,11.2,70.52,4.34,301.25,612.62,1000.88,,31.51,
2019-06-23 16:00:00,2019-06-23 17:00:00,19.16,89.94,9.05,17.6,26.66,13.15,12.27,0.07,25.69,1.79,,0.64,8.09,71.39,4.65,296.14,443.24,1000.65,,31.2,
2019-06-23 17:00:00,2019-06-23 18:00:00,20.92,82.47,8.16,20.42,28.59,12.73,12.26,0.08,30.03,1.76,,2.11,7.94,73.78,4.7,297.79,210.26,1000.43,,30.71,
2019-06-23 18:00:00,2019-06-23 19:00:00,23.88,89.53,8.97,24.96,33.93,12.71,12.29,0.1,25.39,2.8,,2.06,7.74,74.7,4.12,289.8,109.77,1001.13,,30.42,
2019-06-23 19:00:00,2019-06-23 20:00:00,25.92,92.83,9.25,32.04,41.27,12.13,12.13,0.16,20.98,2.76,,15.41,10.48,76.38,3.1,296.46,20.59,1001.95,,30.11,
2019-06-23 20:00:00,2019-06-23 21:00:00,26.96,98.65,4.4,29.33,33.73,14.24,12.34,0.19,26.15,3.56,,32.92,15.43,78.02,2.64,279.55,,1002.57,,29.93,
2019-06-23 21:00:00,2019-06-23 22:00:00,36.61,101.83,7.7,37.25,44.94,14.41,12.27,0.27,17.49,4.41,,26.43,15.41,78.02,2.44,282.85,,1002.95,,29.9,
2019-06-23 22:00:00,2019-06-23 23:00:00,26.46,99.18,5.86,27.62,33.48,14.22,12.18,0.17,21.84,4.62,,20.59,17.2,78.17,2.37,279.57,,1003.39,,29.83,
2019-06-23 23:00:00,2019-06-24 00:00:00,25.04,97.12,5.47,26.82,32.29,14.25,12.34,0.14,18.86,4.04,,14.78,13.82,77.91,2.11,282.63,,1003.42,,29.76,
2019-06-24 00:00:00,2019-06-24 01:00:00,19.25,88.55,5.01,23.44,28.45,13.56,12.2,0.09,16.48,3.15,,0.7,4.58,78.19,2.35,284.19,,1002.99,,29.7,
2019-06-24 01:00:00,2019-06-24 02:00:00,18.04,82.37,6.73,23.02,29.76,12.95,12.13,0.06,14.27,2.48,,0.64,7.9,79.15,2.13,281.63,,1002.24,,29.61,
2019-06-24 02:00:00,2019-06-24 03:00:00,23.77,82.0,3.35,15.0,18.35,12.38,12.17,0.04,17.63,2.29,,1.87,6.97,79.81,2.06,280.84,,1001.89,,29.41,
2019-06-24 03:00:00,2019-06-24 04:00:00,18.25,82.0,3.7,16.8,20.51,11.58,12.22,0.06,14.47,2.83,,2.83,8.42,79.14,1.73,283.14,,1002.06,,29.38,
2019-06-24 04:00:00,2019-06-24 05:00:00,21.84,87.0,4.67,16.15,20.82,11.96,12.45,0.07,11.21,2.55,,30.22,13.77,76.58,2.13,285.85,,1002.52,,28.57,
2019-06-24 05:00:00,2019-06-24 06:00:00,22.0,70.99,9.5,27.79,37.29,12.03,12.34,0.12,5.02,1.84,,22.93,13.4,77.29,1.49,264.26,,1003.0,,29.17,
2019-06-24 06:00:00,2019-06-24 07:00:00,25.83,85.07,29.11,28.21,57.33,11.96,12.6,0.21,1.9,2.56,,19.11,13.91,80.48,1.08,244.09,6.24,1003.34,,29.3,
2019-06-24 07:00:00,2019-06-24 08:00:00,26.96,100.12,28.43,22.57,51.0,12.54,12.53,0.24,4.06,2.83,,27.44,13.92,80.93,1.5,272.08,38.44,1003.87,,29.34,
2019-06-24 08:00:00,2019-06-24 09:00:00,22.21,90.64,38.41,29.45,67.85,11.99,12.34,0.27,4.07,2.35,,15.75,11.71,79.47,1.52,248.27,97.38,1004.42,,29.82,
2019-06-24 09:00:00,2019-06-24 10:00:00,29.69,100.36,28.18,38.88,67.07,12.81,12.64,0.34,5.5,5.25,,11.77,10.97,82.92,2.35,159.3,87.65,1004.77,,28.9,
2019-06-24 10:00:00,2019-06-24 11:00:00,34.8,87.82,15.4,24.27,39.67,12.96,12.25,0.15,15.68,8.35,,5.67,9.64,84.64,2.42,168.03,260.02,1004.83,,28.8,
2019-06-24 11:00:00,2019-06-24 12:00:00,24.43,66.76,8.5,22.74,31.25,11.14,12.3,0.12,19.57,5.33,,18.29,9.33,81.19,3.26,214.55,185.35,1004.72,,29.25,
2019-06-24 12:00:00,2019-06-24 13:00:00,20.17,73.47,12.03,21.8,33.84,11.06,12.27,0.15,18.05,6.1,,21.59,15.31,78.45,2.84,268.41,233.0,1004.45,,29.5,
2019-06-24 13:00:00,2019-06-24 14:00:00,24.8,69.28,15.09,38.41,53.49,14.85,12.78,0.3,16.84,5.55,,19.52,16.59,77.85,1.89,153.07,119.52,1004.2,,29.03,
2019-06-24 14:00:00,2019-06-24 15:00:00,25.96,77.47,24.38,55.15,79.51,12.04,12.69,0.27,9.91,4.81,,23.28,20.23,82.81,1.6,156.03,133.37,1003.34,,28.1,
2019-06-24 15:00:00,2019-06-24 16:00:00,26.96,78.0,23.94,51.97,75.9,14.12,12.66,0.32,12.22,5.34,,26.68,19.53,78.97,1.11,115.08,218.46,1002.82,,29.2,
2019-06-24 16:00:00,2019-06-24 17:00:00,34.69,90.24,15.2,52.21,67.41,13.83,12.26,0.23,20.25,4.96,,25.26,16.83,78.06,1.72,171.88,148.62,1002.58,,29.3,
2019-06-24 17:00:00,2019-06-24 18:00:00,26.38,71.28,11.17,46.29,57.46,24.53,12.45,0.19,19.98,4.08,,3.27,14.64,76.63,1.78,193.33,86.77,1002.44,,29.49,
2019-06-24 18:00:00,2019-06-24 19:00:00,20.23,60.58,7.53,37.84,45.38,40.86,12.42,0.18,15.6,4.08,,3.18,12.84,79.68,1.71,169.48,17.25,1002.7,,29.01,
2019-06-24 19:00:00,2019-06-24 20:00:00,21.92,63.0,9.14,54.1,63.24,44.82,12.53,0.39,6.61,3.88,,3.51,14.51,79.81,1.21,195.39,,1003.38,,28.74,
2019-06-24 20:00:00,2019-06-24 21:00:00,29.71,78.04,18.81,53.74,72.55,41.86,12.74,0.44,2.29,5.68,,26.04,25.92,80.96,1.24,169.6,,1003.72,,28.58,
2019-06-24 21:00:00,2019-06-24 22:00:00,34.79,94.96,10.2,45.83,56.03,36.76,12.71,0.41,5.25,5.61,,22.68,26.33,81.93,1.38,200.26,,1004.27,,28.71,
2019-06-24 22:00:00,2019-06-24 23:00:00,31.17,61.26,18.13,43.84,61.95,30.57,12.64,0.34,2.82,4.93,,19.36,24.32,82.7,1.14,159.77,,1004.57,,28.55,
2019-06-24 23:00:00,2019-06-25 00:00:00,24.29,71.2,41.77,36.16,77.91,28.22,12.82,0.39,0.59,9.78,,36.65,22.6,86.37,1.13,146.17,,1004.73,,28.28,
2019-06-25 00:00:00,2019-06-25 01:00:00,25.92,92.66,18.73,36.33,55.05,25.0,12.26,0.3,0.77,13.24,,41.46,10.68,87.65,1.39,165.29,,1004.52,,27.97,
2019-06-25 01:00:00,2019-06-25 02:00:00,29.84,79.88,30.8,34.25,65.06,20.36,12.46,0.3,1.06,14.15,,15.0,12.78,87.75,1.1,171.4,,1004.11,,27.79,
2019-06-25 02:00:00,2019-06-25 03:00:00,26.17,71.49,19.8,41.47,61.28,20.55,12.48,0.23,1.46,13.15,,2.58,10.58,88.22,1.77,167.66,,1003.75,,27.8,
2019-06-25 03:00:00,2019-06-25 04:00:00,28.88,66.31,11.37,34.47,45.84,21.75,12.44,0.08,5.75,12.04,,6.23,11.78,88.08,1.93,156.43,,1003.71,,27.75,
2019-06-25 04:00:00,2019-06-25 05:00:00,19.52,48.48,4.75,23.58,28.33,26.36,12.42,0.06,20.6,7.55,,27.04,14.77,87.49,2.17,172.53,,1003.96,,27.44,
2019-06-25 05:00:00,2019-06-25 06:00:00,22.69,46.11,2.45,19.4,21.86,29.48,12.88,0.08,28.8,5.46,,22.38,12.23,87.31,2.35,170.41,,1004.1,,27.28,
2019-06-25 06:00:00,2019-06-25 07:00:00,20.0,59.0,2.45,18.69,21.14,29.21,12.61,0.12,27.52,3.84,,25.98,11.09,87.33,2.04,180.46,21.92,1004.84,,27.42,
2019-06-25 07:00:00,2019-06-25 08:00:00,9.44,27.08,14.59,43.18,57.79,27.44,12.52,0.19,16.45,6.11,,33.58,14.02,86.62,1.95,147.99,116.95,1004.99,,27.72,
2019-06-25 08:00:00,2019-06-25 09:00:00,13.79,39.12,7.11,25.98,33.1,24.57,12.13,0.12,21.19,9.35,,38.54,8.39,83.93,1.79,167.72,137.48,1005.43,,28.3,
2019-06-25 09:00:00,2019-06-25 10:00:00,11.12,28.96,9.0,28.86,37.86,24.59,12.23,0.1,20.11,13.31,,1.23,6.71,82.83,1.9,184.72,175.09,1005.75,,28.52,
2019-06-25 10:00:00,2019-06-25 11:00:00,12.91,29.87,8.2,21.26,29.46,31.47,12.34,0.08,32.93,13.63,,1.42,10.38,77.19,2.2,159.54,602.6,1005.54,,30.05,
2019-06-25 11:00:00,2019-06-25 12:00:00,19.75,33.76,11.07,33.86,44.96,39.96,12.21,0.19,25.6,11.57,,25.51,9.83,75.23,2.96,222.32,376.76,1005.45,,30.53,
2019-06-25 12:00:00,2019-06-25 13:00:00,27.69,50.95,20.19,35.43,55.62,41.5,12.25,0.25,16.98,9.93,,36.16,16.72,80.63,3.05,283.67,126.46,1005.17,,29.06,
2019-06-25 13:00:00,2019-06-25 14:00:00,23.2,54.83,12.35,20.41,32.75,38.04,12.67,0.17,26.86,8.6,,24.19,16.36,76.9,3.14,284.27,755.84,1004.66,,30.18,
2019-06-25 14:00:00,2019-06-25 15:00:00,21.08,54.06,6.56,13.95,20.53,35.34,12.45,0.12,32.01,5.67,,36.91,13.7,73.47,3.87,274.98,819.39,1003.92,,30.97,
2019-06-25 15:00:00,2019-06-25 16:00:00,15.23,52.12,5.03,12.01,17.05,30.66,12.22,0.09,36.66,4.26,,33.61,14.81,73.44,3.14,277.44,683.2,1003.43,,30.98,
2019-06-25 16:00:00,2019-06-25 17:00:00,20.78,47.3,6.0,15.03,21.03,27.06,12.44,0.1,27.72,3.47,,17.54,10.73,73.81,3.54,273.08,429.84,1003.0,,30.95,
2019-06-25 17:00:00,2019-06-25 18:00:00,20.04,48.88,6.6,16.98,23.59,22.77,12.22,0.08,28.0,3.65,,0.33,5.78,76.64,3.07,269.39,156.48,1003.01,,30.34,
2019-06-25 18:00:00,2019-06-25 19:00:00,17.12,48.06,5.74,20.95,26.69,22.74,12.06,0.11,23.56,4.64,,16.49,7.96,77.59,3.04,276.14,83.72,1003.4,,30.11,
2019-06-25 19:00:00,2019-06-25 20:00:00,22.75,55.51,4.55,27.33,31.88,26.79,12.31,0.17,20.27,6.66,,7.49,6.28,78.41,2.78,281.81,4.96,1003.87,,29.7,
2019-06-25 20:00:00,2019-06-25 21:00:00,28.75,62.57,4.8,29.88,34.68,28.04,11.99,0.19,13.74,6.44,,12.88,10.79,79.34,2.06,275.53,,1004.75,,29.57,
2019-06-25 21:00:00,2019-06-25 22:00:00,23.25,66.77,7.0,35.5,42.51,27.13,12.45,0.27,6.69,5.69,,25.79,15.98,79.93,1.25,256.93,,1005.19,,29.38,
2019-06-25 22:00:00,2019-06-25 23:00:00,22.04,66.06,4.57,33.17,37.75,24.72,12.41,0.27,6.84,4.57,,20.04,17.76,78.99,1.04,264.91,,1005.77,,29.41,
2019-06-25 23:00:00,2019-06-26 00:00:00,19.12,67.77,6.53,28.45,34.99,22.81,12.24,0.2,5.57,4.85,,28.47,17.88,78.56,1.0,283.64,,1005.72,,29.32,
2019-06-26 00:00:00,2019-06-26 01:00:00,25.75,60.47,5.17,20.79,25.95,21.12,12.18,0.11,5.3,5.29,,41.18,14.47,78.67,0.97,239.5,,1005.25,,29.2,
2019-06-26 01:00:00,2019-06-26 02:00:00,20.25,57.18,10.02,28.34,38.38,18.36,12.18,0.14,6.36,3.03,,7.63,10.55,81.66,1.8,168.58,,1004.71,,28.61,
2019-06-26 02:00:00,2019-06-26 03:00:00,23.83,59.82,14.83,32.76,47.57,17.65,12.33,0.12,8.47,2.6,,11.41,9.12,84.56,1.37,159.12,,1004.13,,28.05,
2019-06-26 03:00:00,2019-06-26 04:00:00,21.13,47.8,3.85,17.41,21.25,16.36,12.18,0.04,19.48,2.4,,1.97,8.23,83.84,1.53,166.16,,1003.53,,27.79,
2019-06-26 04:00:00,2019-06-26 05:00:00,14.27,31.02,23.02,34.28,57.32,15.35,12.45,0.12,4.09,1.99,,25.55,11.01,85.03,1.01,147.89,,1003.64,,27.89,
